Ngày	627 457 716 471
14/05/2019	716 457 806 471
Bệnh	81 469 125 486
nhân	125 469 170 486
ký	170 469 214 486
nhận	214 469 258 486
Y,	641 476 671 490
Bác	671 476 701 490
sĩ	701 476 731 490
điều	731 476 761 490
trị	761 476 790 490
YS.	589 526 649 547
Trương	649 526 709 547
Quốc	709 526 768 547
Huân	768 526 828 547
Tái	42 566 87 583
khám	87 566 131 583
xin	131 566 175 583
mang	175 566 219 583
theo	219 566 263 583
đơn,	263 566 307 583
xét	307 566 351 583
nghiệm,	351 566 396 583
phim	396 566 440 583
(nếu	440 566 484 583
có)	484 566 528 583
06/01/2022	759 596 854 609
11:49:03	854 596 949 609

1/1	76 26 148 54
TRÀNG	201 54 257 71
AN	257 54 314 71
Số	489 85 560 113
phiếu	560 85 631 113
3973/2020	631 85 702 113
4918806	823 94 905 110
TOA	342 112 450 143
THUỐC	450 112 557 143
BHYT	557 112 665 143
Nam	815 149 861 165
Nữ	901 149 931 165
GB	246 193 281 209
35	481 193 509 210
212	573 193 613 210
13624	672 193 736 210
35	394 194 423 210
MMHg	592 215 655 238
Thân	655 215 718 238
nhiệt:	718 215 781 238
lần/phút	221 216 280 235
Huyết	280 216 339 235
áp:	339 216 398 235
Mạch:	36 218 96 233
130	439 218 542 233
Cận	36 237 78 256
lâm	78 237 121 256
sàng:	121 237 163 256
Chấn	36 254 78 274
đoán:	78 254 121 274
[10	121 254 163 274
-	163 254 205 274
Bệnh	205 254 247 274
lý	247 254 289 274
tăng	289 254 331 274
huyết	331 254 373 274
áp;	373 254 415 274
(H81)	415 254 457 274
Rối	457 254 500 274
loạn	500 254 542 274
chức	542 254 584 274
năng	584 254 626 274
tiền	626 254 668 274
đình	668 254 710 274
1)	60 360 159 385
AMCARDIA-5	159 360 257 385
5mg	257 360 356 385
SL:	782 361 830 382
30	830 361 877 382
viên	877 361 925 382
Ghi	44 384 100 407
chú	100 384 155 407
Uống:	155 384 210 407
Sáng	380 388 415 407
1	415 388 451 407
viên	451 388 486 407
2)	59 406 159 435
HOẠT	159 406 259 435
HUYẾT	259 406 359 435
DƯỠNG	359 406 459 435
NÃO	459 406 559 435
150mg+20mg	559 406 659 435
SL:	782 410 830 430
20	830 410 877 430
viên	877 410 925 430
Ghi	44 432 100 456
chú	100 432 155 456
Uống:	155 432 210 456
Chiều	675 435 713 452
2	713 435 751 452
viên	751 435 789 452
Sáng	380 437 415 456
2	415 437 451 456
viên	451 437 486 456
Cộng	43 463 97 480
khoản:	97 463 151 480
2	151 463 205 480
khoản	205 463 259 480
Lời	43 485 85 502
dặn	85 485 127 502
đơn	127 485 169 502
thuốc:	169 485 211 502
Ngày	43 510 86 528
hẹn	86 510 130 528
tái	130 510 173 528
khám:	173 510 217 528
Ngày	636 542 726 560
10/12/2020	726 542 815 560
Bệnh	85 560 128 577
nhân	128 560 172 577
ký	172 560 215 577
nhận	215 560 259 577
Y,	650 566 680 585
Bác	680 566 710 585
sĩ	710 566 740 585
điều	740 566 771 585
trị	771 566 801 585
BS.	628 635 673 654
Trần	673 635 718 654
Văn	718 635 763 654
Hải	763 635 807 654
Tái	43 688 88 708
khám	88 688 132 708
xin	132 688 177 708
mang	177 688 222 708
theo	222 688 267 708
đơn,	267 688 311 708
xét	311 688 356 708
nghiệm,	356 688 401 708
phim	401 688 446 708
(nếu	446 688 490 708
có)	490 688 535 708
09/05/2021	771 726 865 742
16:58:10	865 726 960 742

1/1	76 26 148 54
Số	489 85 560 114
phiếu	560 85 631 114
1894/2019	631 85 702 114
4702098	823 94 905 110
TOA	342 114 450 142
THUỐC	450 114 557 142
BHYT	557 114 665 142
Nam	815 149 861 165
Nữ	901 149 931 165
35	481 193 509 210
207	573 193 613 210
63439	672 193 736 210
35	394 194 423 210
MMHg	592 215 655 238
Thân	655 215 718 238
nhiệt:	718 215 781 238
lần/phút	221 216 280 235
Huyết	280 216 339 235
áp:	339 216 398 235
Mạch:	36 218 96 233
Cận	36 237 78 256
lâm	78 237 121 256
sàng:	121 237 163 256
Chấn	36 254 82 274
đoán:	82 254 128 274
[10	128 254 175 274
-	175 254 221 274
Tăng	221 254 267 274
huyết	267 254 313 274
áp	313 254 359 274
vô	359 254 405 274
căn	405 254 451 274
(nguyên	451 254 497 274
phát);	497 254 543 274
(G46?)	543 254 589 274
Hội	589 254 635 274
chứng	635 254 681 274
mạch	681 254 727 274
máu	727 254 773 274
não	773 254 819 274
trong	819 254 865 274
bệnh	865 254 911 274
mạch	36 274 97 291
não	97 274 157 291
(160-1677)	157 274 218 291
1)	60 360 142 385
RENAPRIL	142 360 223 385
5MG	223 360 305 385
5mg	305 360 386 385
SL:	782 361 831 382
30	831 361 880 382
Viên	880 361 928 382
Ghi	44 384 100 407
chú	100 384 155 407
Uống:	155 384 210 407
2)	59 406 159 435
HOẠT	159 406 259 435
HUYẾT	259 406 359 435
DƯỠNG	359 406 459 435
NÃO	459 406 559 435
150mg+20mg	559 406 659 435
SL:	782 410 831 430
20	831 410 880 430
Viên	880 410 928 430
Ghi	44 432 100 456
chú	100 432 155 456
Uống:	155 432 210 456
3)	59 458 163 484
VENRUTINE	163 458 267 484
100mg	267 458 371 484
+500mg	371 458 475 484
SL:	782 458 831 479
10	831 458 880 479
Viên	880 458 928 479
Ghi	44 481 100 504
chú	100 481 155 504
Uống:	155 481 210 504
Cộng	43 512 97 530
khoản:	97 512 151 530
3	151 512 205 530
khoản	205 512 259 530
Lời	43 533 85 551
dặn	85 533 127 551
đơn	127 533 169 551
thuốc:	169 533 211 551
Ngày	43 558 86 575
hẹn	86 558 130 575
tái	130 558 173 575
khám:	173 558 217 575
Ngày	636 591 726 609
08/07/2019	726 591 815 609
Bệnh	85 609 128 626
nhân	128 609 172 626
ký	172 609 215 626
nhận	215 609 259 626
Y,	650 614 680 633
Bác	680 614 710 633
sĩ	710 614 740 633
điều	740 614 771 633
trị	771 614 801 633
YS.	607 682 663 710
Nguyễn	663 682 718 710
Văn	718 682 773 710
Huy	773 682 828 710
Tái	43 736 88 757
khám	88 736 132 757
xin	132 736 177 757
mang	177 736 222 757
theo	222 736 267 757
đơn,	267 736 311 757
xét	311 736 356 757
nghiệm,	356 736 401 757
phim	401 736 446 757
(nếu	446 736 490 757
có)	490 736 535 757
19/05/2021	773 774 868 789
09:20:50	868 774 963 789

1/1	76 26 148 54
PK	34 83 72 105
Số	72 83 110 105
1	110 83 148 105
[Ngoại]	148 83 186 105
Số	489 85 560 114
phiếu	560 85 631 114
3726/2021	631 85 702 114
4660399	823 93 905 110
TOA	342 114 450 142
THUỐC	450 114 557 142
BHYT	557 114 665 142
Nam	815 149 861 165
Nữ	901 149 931 165
HC	243 193 282 210
35	394 193 423 210
35	481 193 509 209
080	573 193 615 209
01229	669 193 736 210
MMHg	592 215 655 238
Thân	655 215 718 238
nhiệt:	718 215 781 238
lần/phút	221 216 280 235
Huyết	280 216 339 235
áp:	339 216 398 235
Mạch:	36 218 96 233
Cận	36 237 78 256
lâm	78 237 121 256
sàng:	121 237 163 256
Chẩn	36 252 82 274
đoán:	82 252 128 274
J03	128 252 175 274
-	175 252 221 274
Viêm	221 252 267 274
amyđan	267 252 313 274
cấp:	313 252 359 274
(J30.3)	359 252 405 274
Viêm	405 252 451 274
mũi	451 252 497 274
dị	497 252 543 274
ứng	543 252 589 274
khác	589 252 635 274
1)	60 361 159 385
CEFADROXIL	159 361 257 385
500MG	257 361 356 385
0,5g	356 361 455 385
SL:	782 361 831 382
20	831 361 880 382
Viên	880 361 928 382
Ghi	44 384 100 407
chú	100 384 155 407
Uống:	155 384 210 407
Tối	822 386 855 404
2	855 386 888 404
Viên	888 386 921 404
Sáng	380 388 418 407
2	418 388 456 407
Viên	456 388 494 407
2)	57 409 152 435
SERGUROP	152 409 247 435
10mg	247 409 342 435
SL:	782 410 831 430
10	831 410 880 430
Viên	880 410 928 430
Ghi	44 432 100 456
chú	100 432 155 456
Uống:	155 432 210 456
Tối	822 435 855 452
1	855 435 888 452
Viên	888 435 921 452
Sáng	380 437 418 456
1	418 437 456 456
Viên	456 437 494 456
3)	57 457 157 484
PANACTOL	157 457 257 484
500mg	257 457 357 484
SL:	782 458 831 479
10	831 458 880 479
Viên	880 458 928 479
Ghi	44 481 100 504
chú	100 481 155 504
Uống:	155 481 210 504
Tối	822 484 855 500
1	855 484 888 500
Viên	888 484 921 500
Sáng	380 485 418 504
1	418 485 456 504
Viên	456 485 494 504
Cộng	43 512 97 530
khoản:	97 512 151 530
3	151 512 205 530
khoản	205 512 259 530
Lời	43 533 85 551
dặn	85 533 127 551
đơn	127 533 169 551
thuốc:	169 533 211 551
Ngày	43 558 86 575
hẹn	86 558 130 575
tái	130 558 173 575
khám:	173 558 217 575
Ngày	636 591 726 609
15/01/2021	726 591 815 609
Bệnh	85 609 128 626
nhân	128 609 172 626
ký	172 609 215 626
nhận	215 609 259 626
Y,	650 614 680 633
Bác	680 614 710 633
sĩ	710 614 740 633
điều	740 614 771 633
trị	771 614 801 633
BS.	606 684 661 707
Lương	661 684 717 707
Tiến	717 684 772 707
Dũng	772 684 827 707
Tái	43 736 88 757
khám	88 736 132 757
xin	132 736 177 757
mang	177 736 222 757
theo	222 736 267 757
đơn,	267 736 311 757
xét	311 736 356 757
nghiệm,	356 736 401 757
phim	401 736 446 757
(nếu	446 736 490 757
có)	490 736 535 757
29/05/2021	771 774 865 789
09:16:03	865 774 960 789

Khoa	39 58 86 70
Khám	86 58 134 70
bệnh	134 58 181 70
PK	34 83 68 105
SỐ	68 83 102 105
3	102 83 136 105
[NHI]	136 83 171 105
Số	489 85 565 114
phiếu	565 85 642 114
15871/2019	642 85 718 114
4752218	823 94 905 110
TOA	342 114 450 142
THUỐC	450 114 557 142
BHYT	557 114 665 142
Nam	815 149 861 165
Nữ	901 149 931 165
CB	246 193 281 210
35	481 193 509 209
207	573 193 613 210
34078	669 193 736 210
2	327 194 344 209
35	394 194 423 210
mmHg	593 215 656 238
Thân	656 215 719 238
nhiệt:	719 215 782 238
lần/phút	221 216 280 235
Huyết	280 216 339 235
áp:	339 216 398 235
Mạch:	36 218 96 233
Cận	36 236 88 258
lâm	88 236 139 258
sàng:	139 236 190 258
Chụp	190 236 242 258
Xquang	242 236 293 258
ngực	293 236 344 258
thẳng	344 236 396 258
Chẩn	36 256 77 272
đoán:	77 256 118 272
J20	118 256 159 272
-	159 256 200 272
Viêm	200 256 240 272
phế	240 256 281 272
quản	281 256 322 272
cấp	322 256 363 272
1)	60 361 160 385
CEFADROXIL	160 361 260 385
0,5g	260 361 360 385
SL:	782 361 831 382
20	831 361 880 382
Viên	880 361 928 382
Ghi	44 384 100 407
chú	100 384 155 407
Uống:	155 384 210 407
Chiều	676 386 715 404
2	715 386 755 404
Viên	755 386 794 404
Sáng	380 388 418 407
2	418 388 456 407
Viên	456 388 494 407
2)	57 409 146 435
VIPREDNI	146 409 234 435
16MG	234 409 322 435
16mg	322 409 410 435
SL:	782 410 831 430
10	831 410 880 430
Viên	880 410 928 430
Ghi	44 432 98 456
chú	98 432 152 456
Uống:	152 432 206 456
Sáng	380 437 418 456
2	418 437 456 456
Viên	456 437 494 456
3)	59 457 157 484
BROMHEXIN	157 457 256 484
ACTAVIS	256 457 355 484
8MG	355 457 453 484
8mg	453 457 552 484
SL:	782 458 831 479
20	831 458 880 479
Viên	880 458 928 479
Ghi	44 481 100 504
chú	100 481 155 504
Uống:	155 481 210 504
Chiều	675 484 714 500
2	714 484 753 500
Viên	753 484 793 500
Sáng	380 485 418 504
2	418 485 456 504
Viên	456 485 494 504
Cộng	43 512 97 530
khoản:	97 512 151 530
3	151 512 205 530
khoản	205 512 259 530
Lời	43 533 85 551
dặn	85 533 127 551
đơn	127 533 169 551
thuốc:	169 533 211 551
Ngày	43 558 86 575
hẹn	86 558 130 575
tái	130 558 173 575
khám:	173 558 217 575
Ngày	636 591 726 609
15/03/2019	726 591 815 609
Bệnh	85 609 128 626
nhân	128 609 172 626
ký	172 609 215 626
nhận	215 609 259 626
Y,	650 614 680 633
Bác	680 614 710 633
sĩ	710 614 740 633
điều	740 614 771 633
trị	771 614 801 633
BS.	601 685 659 708
Trương	659 685 717 708
Văn	717 685 775 708
Nghĩa	775 685 832 708
Tái	43 736 88 757
khám	88 736 132 757
xin	132 736 177 757
mang	177 736 222 757
theo	222 736 267 757
đơn,	267 736 311 757
xét	311 736 356 757
nghiệm,	356 736 401 757
phim	401 736 446 757
(nếu	446 736 490 757
có)	490 736 535 757
05/05/2021	771 774 865 789
10:54:42	865 774 960 789

1/1	76 26 148 54
PK	34 83 68 105
SỐ	68 83 102 105
3	102 83 136 105
[NHI]	136 83 171 105
Số	489 85 565 114
phiếu	565 85 642 114
15912/2019	642 85 718 114
4663766	823 93 905 110
TOA	342 114 450 142
THUỐC	450 114 557 142
BHYT	557 114 665 142
Nam	813 149 861 165
Nữ	901 149 931 165
35	394 193 423 210
35	481 193 509 210
207	573 193 613 210
57069	669 193 736 210
2	327 194 344 209
mmHg	593 215 656 238
Thân	656 215 719 238
nhiệt:	719 215 782 238
lần/phút	221 216 281 235
Huyết	281 216 342 235
áp:	342 216 402 235
Mạch:	36 218 96 233
Cận	36 237 78 256
lâm	78 237 121 256
sàng:	121 237 163 256
Chẩn	36 254 77 272
đoán:	77 254 118 272
J20	118 254 159 272
-	159 254 200 272
Viêm	200 254 240 272
phế	240 254 281 272
quản	281 254 322 272
cấp	322 254 363 272
1)	60 361 160 385
CEFADROXIL	160 361 260 385
0,5g	260 361 360 385
SL:	782 361 831 382
20	831 361 880 382
Viên	880 361 928 382
Ghi	44 384 100 407
chú	100 384 155 407
Uống:	155 384 210 407
Chiều	676 386 715 404
2	715 386 755 404
Viên	755 386 794 404
Sáng	380 388 418 407
2	418 388 456 407
Viên	456 388 494 407
2)	57 409 146 435
VIPREDNI	146 409 234 435
16MG	234 409 322 435
16mg	322 409 410 435
SL:	782 410 831 430
10	831 410 880 430
Viên	880 410 928 430
Ghi	44 432 98 456
chú	98 432 152 456
Uống:	152 432 206 456
Sáng	380 437 418 456
2	418 437 456 456
Viên	456 437 494 456
3)	59 457 157 484
BROMHEXIN	157 457 256 484
ACTAVIS	256 457 355 484
8MG	355 457 453 484
8mg	453 457 552 484
SL:	782 458 831 479
20	831 458 880 479
Viên	880 458 928 479
Ghi	44 481 100 504
chú	100 481 155 504
Uống:	155 481 210 504
Chiều	675 484 714 500
2	714 484 753 500
Viên	753 484 793 500
Sáng	380 485 418 504
2	418 485 456 504
Viên	456 485 494 504
Cộng	43 512 97 530
khoản:	97 512 151 530
3	151 512 205 530
khoản	205 512 259 530
Lời	43 533 85 551
dặn	85 533 127 551
đơn	127 533 169 551
thuốc:	169 533 211 551
Ngày	43 558 86 575
hẹn	86 558 130 575
tái	130 558 173 575
khám:	173 558 217 575
Ngày	636 591 726 609
15/03/2019	726 591 815 609
Bệnh	85 609 128 626
nhân	128 609 172 626
ký	172 609 215 626
nhận	215 609 259 626
Y,	650 614 680 633
Bác	680 614 710 633
sĩ	710 614 740 633
điều	740 614 771 633
trị	771 614 801 633
BS.	601 685 659 708
Trương	659 685 717 708
Văn	717 685 775 708
Nghĩa	775 685 832 708
Tái	43 736 88 757
khám	88 736 132 757
xin	132 736 177 757
mang	177 736 222 757
theo	222 736 267 757
đơn,	267 736 311 757
xét	311 736 356 757
nghiệm,	356 736 401 757
phim	401 736 446 757
(nếu	446 736 490 757
có)	490 736 535 757
04/05/2021	771 774 865 789
22:07:14	865 774 960 789

1/1	76 26 148 54
PK	34 83 69 104
Số	69 83 105 104
5.1	105 83 140 104
[TĐ]	140 83 176 104
Số	489 85 565 114
phiếu	565 85 642 114
56967/2019	642 85 718 114
4688434	823 94 905 110
TOA	342 114 450 142
THUỐC	450 114 557 142
BHYT	557 114 665 142
Nam	815 149 861 165
Nữ	901 149 931 165
35	481 193 509 209
210	573 193 615 210
36549	669 193 736 210
35	394 194 423 210
MMHg	592 215 655 238
Thân	655 215 718 238
nhiệt:	718 215 781 238
lần/phút	221 216 280 235
Huyết	280 216 339 235
áp:	339 216 398 235
Mạch:	36 218 96 233
Cận	36 238 90 256
lâm	90 238 144 256
sàng:	144 238 198 256
Định	198 238 252 256
lượng	252 238 306 256
Glucose	306 238 360 256
[Máu];	360 238 414 256
Chẩn	36 256 82 274
đoán:	82 256 128 274
E11	128 256 175 274
-	175 256 221 274
Bệnh	221 256 267 274
đái	267 256 313 274
tháo	313 256 359 274
đường	359 256 405 274
không	405 256 451 274
phụ	451 256 497 274
thuộc	497 256 543 274
insulin	543 256 589 274
1)	60 360 152 385
GLUCOFAST	152 360 244 385
850	244 360 336 385
850mg	336 360 428 385
SL:	782 361 831 382
60	831 361 880 382
Viên	880 361 928 382
Ghi	44 385 88 409
chú	88 385 131 409
Uống	131 385 175 409
sau	175 385 218 409
khi	218 385 261 409
ăn:	261 385 305 409
Chiều	676 386 715 404
1	715 386 755 404
Viên	755 386 794 404
Sáng	380 388 418 407
1	418 388 456 407
Viên	456 388 494 407
2)	57 409 126 435
LAZIBET	126 409 194 435
MR	194 409 263 435
60	263 409 331 435
60mg	331 409 400 435
SL:	782 410 831 430
30	831 410 880 430
Viên	880 410 928 430
Ghi	44 433 90 457
chú	90 433 136 457
Uống	136 433 182 457
trước	182 433 228 457
khi	228 433 275 457
ăn:	275 433 321 457
Sáng	380 437 418 456
1	418 437 456 456
Viên	456 437 494 456
Cộng	43 463 97 480
khoản:	97 463 151 480
2	151 463 205 480
khoản	205 463 259 480
Lời	43 485 85 502
dặn	85 485 127 502
đơn	127 485 169 502
thuốc:	169 485 211 502
Ngày	43 508 96 528
hẹn	96 508 148 528
tái	148 508 201 528
khám:	201 508 253 528
Thứ	253 508 306 528
sáu,	306 508 359 528
11/10/2019	359 508 411 528
Ngày	636 542 726 560
11/09/2019	726 542 815 560
Bệnh	85 560 128 577
nhân	128 560 172 577
ký	172 560 215 577
nhận	215 560 259 577
Y,	650 565 680 585
Bác	680 565 710 585
sĩ	710 565 740 585
điều	740 565 771 585
trị	771 565 801 585
BS.	603 634 660 658
Hoàng	660 634 717 658
Thị	717 634 773 658
Hường	773 634 830 658
Tái	43 686 88 710
khám	88 686 132 710
xin	132 686 177 710
mang	177 686 222 710
theo	222 686 267 710
đơn,	267 686 311 710
xét	311 686 356 710
nghiệm,	356 686 401 710
phim	401 686 446 710
(nếu	446 686 490 710
có)	490 686 535 710
13/05/2021	773 726 867 742
16:07:44	867 726 960 742

1/1	76 26 148 54
PK	34 83 69 104
Số	69 83 105 104
5.1	105 83 140 104
[TĐ]	140 83 176 104
Số	489 85 565 114
phiếu	565 85 642 114
53829/2019	642 85 718 114
4837135	823 93 905 110
TOA	342 114 450 142
THUỐC	450 114 557 142
BHYT	557 114 665 142
Nam	815 149 861 165
Nữ	901 149 931 165
35	394 193 423 210
35	481 193 509 209
207	573 193 613 210
58162	669 193 736 210
MMHg	592 215 655 238
Thân	655 215 718 238
nhiệt:	718 215 781 238
lần/phút	221 216 280 235
Huyết	280 216 339 235
áp:	339 216 398 235
Mạch:	36 218 96 233
Cận	36 237 78 256
lâm	78 237 121 256
sàng:	121 237 163 256
Chẩn	36 256 82 274
đoán:	82 256 128 274
E11	128 256 175 274
-	175 256 221 274
Bệnh	221 256 267 274
đái	267 256 313 274
tháo	313 256 359 274
đường	359 256 405 274
không	405 256 451 274
phụ	451 256 497 274
thuộc	497 256 543 274
insulin	543 256 589 274
1)	60 360 152 385
GLUCOFAST	152 360 244 385
850	244 360 336 385
850mg	336 360 428 385
SL:	782 361 831 382
62	831 361 880 382
Viên	880 361 928 382
Ghi	44 385 88 409
chú	88 385 131 409
Uống	131 385 175 409
sau	175 385 218 409
khi	218 385 261 409
ăn:	261 385 305 409
Chiều	676 386 715 404
1	715 386 755 404
Viên	755 386 794 404
Sáng	380 388 418 407
1	418 388 456 407
Viên	456 388 494 407
2)	57 409 126 435
LAZIBET	126 409 194 435
MR	194 409 263 435
60	263 409 331 435
60mg	331 409 400 435
SL:	782 410 831 430
31	831 410 880 430
Viên	880 410 928 430
Ghi	44 433 90 457
chú	90 433 136 457
Uống	136 433 182 457
trước	182 433 228 457
khi	228 433 275 457
ăn:	275 433 321 457
Sáng	380 437 418 456
1	418 437 456 456
Viên	456 437 494 456
Cộng	43 463 97 480
khoản:	97 463 151 480
2	151 463 205 480
khoản	205 463 259 480
Lời	43 485 85 502
dặn	85 485 127 502
đơn	127 485 169 502
thuốc:	169 485 211 502
Ngày	43 508 96 528
hẹn	96 508 148 528
tái	148 508 201 528
khám:	201 508 253 528
Thứ	253 508 306 528
sáu,	306 508 359 528
27/09/2019	359 508 411 528
Ngày	636 542 726 560
27/08/2019	726 542 815 560
Bệnh	85 560 128 577
nhân	128 560 172 577
ký	172 560 215 577
nhận	215 560 259 577
Y,	650 565 680 585
Bác	680 565 710 585
sĩ	710 565 740 585
điều	740 565 771 585
trị	771 565 801 585
BS.	603 634 660 658
Hoàng	660 634 717 658
Thị	717 634 773 658
Hường	773 634 830 658
Tái	43 686 88 710
khám	88 686 132 710
xin	132 686 177 710
mang	177 686 222 710
theo	222 686 267 710
đơn,	267 686 311 710
xét	311 686 356 710
nghiệm,	356 686 401 710
phim	401 686 446 710
(nếu	446 686 490 710
có)	490 686 535 710
13/05/2021	773 726 867 742
17:00:52	867 726 960 742

1/1	76 26 148 54
PK	34 83 69 104
Số	69 83 105 104
5.1	105 83 140 104
[TĐ]	140 83 176 104
Số	489 85 565 114
phiếu	565 85 642 114
53801/2019	642 85 718 114
4840888	823 94 905 110
TOA	342 114 450 142
THUỐC	450 114 557 142
BHYT	557 114 665 142
Nam	815 149 861 165
Nữ	901 149 931 165
GB	246 193 281 210
35	481 193 509 209
207	573 193 613 210
34991	669 193 734 210
35	394 194 423 210
MMHg	592 215 655 238
Thân	655 215 718 238
nhiệt:	718 215 781 238
lần/phút	221 216 280 235
Huyết	280 216 339 235
áp:	339 216 398 235
Mạch:	36 218 96 233
Cận	36 237 78 256
lâm	78 237 121 256
sàng:	121 237 163 256
Chẩn	36 256 82 274
đoán:	82 256 128 274
E11	128 256 175 274
-	175 256 221 274
Bệnh	221 256 267 274
đái	267 256 313 274
tháo	313 256 359 274
đường	359 256 405 274
không	405 256 451 274
phụ	451 256 497 274
thuộc	497 256 543 274
insulin	543 256 589 274
1)	60 360 152 385
GLUCOFAST	152 360 244 385
850	244 360 336 385
850mg	336 360 428 385
SL:	782 361 831 382
62	831 361 880 382
Viên	880 361 928 382
Ghi	44 385 88 409
chú	88 385 131 409
Uống	131 385 175 409
sau	175 385 218 409
